iteration,target_lattice,controlled_lattice,relative_error,rho_boundary,pressure_pa,max_lattice_velocity,minimum_pdf,globBC_count
28,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
29,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
30,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
31,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
32,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
33,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
34,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
35,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
36,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
37,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
38,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
39,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
40,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
41,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
42,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
43,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
44,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
45,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
46,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
47,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
48,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
49,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
50,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
51,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
52,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
53,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
54,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
55,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
56,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
57,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
58,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
59,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
60,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
61,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
62,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
63,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
64,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
65,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
66,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
67,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
68,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
69,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
70,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
71,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
72,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
73,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
74,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
75,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
76,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
77,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
78,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
79,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
80,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
81,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
82,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
83,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
84,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
85,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
86,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
87,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
88,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
89,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
90,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
91,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
92,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
93,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
94,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
95,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
96,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
97,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
98,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
99,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
100,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
101,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
102,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
103,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
104,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
105,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
106,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
107,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
108,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
109,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
110,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
111,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
112,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
113,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
114,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
115,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
116,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
117,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
118,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
119,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
120,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
121,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
122,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
123,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
124,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
125,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
126,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
127,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
128,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
129,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
130,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
131,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
132,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
133,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
134,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
135,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
136,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
137,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
138,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
139,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
140,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
141,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
142,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
143,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
144,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
145,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
146,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
147,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
148,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
149,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
150,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
151,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
152,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
153,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
154,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
155,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
156,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
157,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
158,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
159,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
160,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
161,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
162,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
163,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
164,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
165,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
166,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
167,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
168,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
169,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
170,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
171,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
172,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
173,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
174,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
175,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
176,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
177,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
178,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
179,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
180,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
181,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
182,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
183,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
184,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
185,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
186,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
187,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
188,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
189,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
190,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
191,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
192,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
193,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
194,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
195,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
196,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
197,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
198,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
199,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
200,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
201,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
202,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
203,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
204,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
205,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
206,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
207,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
208,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
209,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
210,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
211,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
212,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
213,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
214,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
215,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
216,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
217,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
218,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
219,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
220,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
221,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
222,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
223,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
224,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
225,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
226,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
227,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
228,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
229,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
230,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
231,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
232,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
233,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
234,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
235,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
236,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
237,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
238,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
239,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
240,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
241,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
242,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
243,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
244,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
245,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
246,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
247,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
248,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
249,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
250,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
251,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
252,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
253,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
254,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
255,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
256,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
257,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
258,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
259,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
260,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
261,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
262,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
263,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
264,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
265,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
266,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
267,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
268,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
269,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
270,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
271,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
272,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
273,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
274,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
275,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
276,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
277,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
278,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
279,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
280,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
281,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
282,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
283,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
284,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
285,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
286,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
287,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
288,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
289,0.0023478724595760924,0.0023478724595760924,1e-14,1.0001,23624.68,1e-05,0.02,287
