iteration,physical_time_s,avg_pressure_pa,avg_velocity_m_s,delta_pressure_vs_previous,delta_velocity_vs_previous
177864,0.004342382812499998,23682.47575696479,6.073842326757184e-05,0.0025829896512732375,2.83425124028466e-09
177964,0.004344824218749999,23682.47833416919,6.074125120634929e-05,0.0025772043991310056,2.8279387774505843e-09
178064,0.004347265624999998,23682.48090560085,6.07440728465907e-05,0.0025714316579978913,2.8216402414102545e-09
178164,0.004349707031249999,23682.48347127282,6.074688820218195e-05,0.002565671969932737,2.8153555912553674e-09
178264,0.004352148437499998,23682.48603119814,6.074969728698657e-05,0.002559925320383627,2.809084804617477e-09
178364,0.0043545898437499985,23682.48858538927,6.075250011483508e-05,0.0025541911309119314,2.8028278485097325e-09
178464,0.004357031249999998,23682.49113385922,6.075529669952837e-05,0.00254846995085245,2.7965846932927565e-09
178564,0.0043594726562499984,23682.49367662053,6.075808705483773e-05,0.002542761307267938,2.7903553093542774e-09
178664,0.004361914062499999,23682.49621368607,6.076087119450376e-05,0.0025370655421284027,2.7841396660317026e-09
178764,0.004364355468749998,23682.49874506859,6.076364913223653e-05,0.002531382520828629,2.7779377327708595e-09
178864,0.004366796874999999,23682.50127078061,6.076642088171749e-05,0.0025257120178139303,2.7717494809623633e-09
178964,0.004369238281249998,23682.50379083484,6.076918645660014e-05,0.0025200542295351624,2.7655748826473504e-09
179064,0.004371679687499999,23682.50630524387,6.077194587050349e-05,0.002514409032301046,2.759413903348192e-09
179164,0.004374121093749998,23682.50881402032,6.077469913702284e-05,0.0025087764479394536,2.7532665193547414e-09
179264,0.0043765624999999985,23682.5113171766,6.077744626971902e-05,0.00250315627999953,2.7471326961758173e-09
179364,0.004379003906249998,23682.51381472543,6.078018728212564e-05,0.002497548830433516,2.741012406618274e-09
179464,0.004381445312499998,23682.51630667909,6.078292218774516e-05,0.0024919536590459757,2.7349056195248513e-09
179564,0.004383886718749999,23682.51879305027,6.078565100005433e-05,0.0024863711805664934,2.7288123091660766e-09
179664,0.004386328124999998,23682.52127385116,6.078837373249284e-05,0.002480800889316015,2.7227324385096694e-09
179764,0.004388769531249999,23682.5237490945,6.079109039848282e-05,0.0024752433419052977,2.7166659899847782e-09
179864,0.004391210937499998,23682.5262187924,6.079380101140732e-05,0.0024696979016880505,2.7106129244991385e-09
179964,0.004393652343749999,23682.52868295737,6.079650558462516e-05,0.002464164968841942,2.7045732178411605e-09
180064,0.004396093749999998,23682.53114160155,6.079920413146331e-05,0.0024586441795690916,2.698546838148853e-09
180164,0.0043985351562499985,23682.53359473754,6.080189666521861e-05,0.0024531359886168502,2.692533755301724e-09
180264,0.004400976562499998,23682.53604237731,6.080458319916462e-05,0.002447639770252863,2.686533946009756e-09
180364,0.004403417968749998,23682.53848453339,6.080726374654252e-05,0.0024421560810878873,2.680547377895961e-09
180464,0.004405859374999999,23682.54092121782,6.080993832056112e-05,0.0024366844299947843,2.6745740186036814e-09
180564,0.004408300781249998,23682.54335244272,6.081260693440965e-05,0.0024312249006470665,2.668613848529186e-09
180664,0.004410742187499999,23682.5457782206,6.081526960123759e-05,0.0024257778786704876,2.6626668279364652e-09
180764,0.004413183593749998,23682.54819856323,6.081792633417182e-05,0.0024203426291933283,2.6567329342334564e-09
180864,0.0044156249999999985,23682.55061348295,6.082057714631282e-05,0.0024149197197402827,2.650812140999508e-09
180964,0.004418066406249998,23682.55302299168,6.082322205072656e-05,0.002409508731943788,2.6449044137366617e-09
181064,0.0044205078124999984,23682.55542710166,6.08258610604552e-05,0.0024041099786700215,2.639009728639904e-09
181164,0.004422949218749999,23682.55782582485,6.082849418850698e-05,0.0023987231907085516,2.633128051780483e-09
181264,0.004425390624999998,23682.56021917326,6.083112144786948e-05,0.002393348411715124,2.627259362504347e-09
181364,0.004427832031249999,23682.56260715875,6.083374285149488e-05,0.0023879854888946284,2.6214036253987432e-09
181464,0.004430273437499998,23682.56498979348,6.083635841231241e-05,0.002382634731475264,2.615560817526019e-09
181564,0.004432714843749999,23682.5673670893,6.083896814321981e-05,0.002377295819314895,2.6097309074036537e-09
181664,0.004435156249999998,23682.56973905801,6.084157205708725e-05,0.0023719687087577768,2.6039138674387023e-09
181764,0.0044375976562499985,23682.57210571168,6.08441701667553e-05,0.0023666536690143403,2.598109668052774e-09
181864,0.004440039062499998,23682.57446706202,6.084676248504232e-05,0.002361350339924684,2.5923182870197245e-09
181964,0.004442480468749998,23682.5768231208,6.084934902473155e-05,0.0023560587796964683,2.586539689224956e-09
182064,0.004444921874999999,23682.5791739001,6.085192979858245e-05,0.002350779301195871,2.5807738509041117e-09
182164,0.004447363281249998,23682.58151941134,6.085450481932373e-05,0.0023455112386727706,2.5750207412794028e-09
182264,0.004449804687499999,23682.58385966642,6.085707409966039e-05,0.0023402550832543056,2.5692803366610117e-09
182364,0.004452246093749998,23682.58619467713,6.085963765226726e-05,0.002335010707611218,2.5635526068674606e-09
182464,0.004454687499999999,23682.58852445505,6.086219548979169e-05,0.00232977792256861,2.5578375244277767e-09
182564,0.004457128906249998,23682.59084901198,6.086474762485314e-05,0.0023245569282153156,2.5521350614508592e-09
182664,0.0044595703124999985,23682.59316835938,6.086729407004203e-05,0.002319347400771221,2.5464451888936425e-09
182764,0.004462011718749998,23682.59548250901,6.086983483792668e-05,0.0023141496276366524,2.5407678846519548e-09
182864,0.004464453124999998,23682.59779147244,6.087236994104145e-05,0.002308963430550648,2.535103114769939e-09
182964,0.004466894531249999,23682.60009526118,6.087489939189656e-05,0.00230378874039161,2.5294508551037685e-09
183064,0.004469335937499998,23682.60239388677,6.087742320297614e-05,0.0022986255899013486,2.523811079585157e-09
183164,0.004471777343749999,23682.60468736074,6.087994138673483e-05,0.0022934739718039054,2.518183758689924e-09
183264,0.004474218749999998,23682.60697569458,6.088245395560117e-05,0.0022883338388055563,2.5125688663362312e-09
183364,0.0044766601562499985,23682.60925889984,6.088496092197509e-05,0.0022832052600278985,2.50696637392147e-09
183464,0.004479101562499998,23682.61153698777,6.088746229823123e-05,0.002278087929880712,2.501376256143072e-09
183564,0.0044815429687499984,23682.61380997002,6.088995809671787e-05,0.002272982248541666,2.495798486634596e-09
183664,0.004483984374999999,23682.61607785781,6.08924483297532e-05,0.00226788779036724,2.49023303532976e-09
183764,0.004486425781249998,23682.61834066251,6.089493300963163e-05,0.002262804700876586,2.484679878430327e-09
183864,0.004488867187499999,23682.62059839553,6.089741214861813e-05,0.0022577330200874712,2.479138986500207e-09
183964,0.004491308593749998,23682.62285106811,6.089988575895556e-05,0.0022526725806528702,2.4736103374352293e-09
184064,0.004493749999999999,23682.62509869164,6.090235385285346e-05,0.0022476235280919354,2.4680938978961764e-09
184164,0.004496191406249998,23682.62734127721,6.090481644249897e-05,0.0022425855713663623,2.4625896455078263e-09
184264,0.0044986328124999985,23682.62957883619,6.090727354005306e-05,0.0022375589796865825,2.4570975540934726e-09
184364,0.004501074218749998,23682.63181137985,6.090972515764861e-05,0.002232543662103126,2.4516175955519503e-09
184464,0.004503515624999998,23682.63403891911,6.091217130739141e-05,0.0022275392584560905,2.446149742798534e-09
184564,0.004505957031249999,23682.63626146543,6.091461200136292e-05,0.002222546321718255,2.4406939715064372e-09
184664,0.004508398437499998,23682.63847902975,6.091704725161602e-05,0.002217564317106735,2.4352502531001566e-09
184764,0.004510839843749999,23682.64069162334,6.091947707018184e-05,0.002212593590229517,2.42981856582111e-09
184864,0.004513281249999998,23682.64289925714,6.092190146905889e-05,0.002207633799116593,2.424398877048364e-09
184964,0.004515722656249999,23682.64510194241,6.092432046022464e-05,0.0022026852711860556,2.418991165755173e-09
185064,0.004518164062499998,23682.64729968998,6.092673405562595e-05,0.0021977475698804483,2.4135954013060497e-09
185164,0.0045206054687499985,23682.64949251077,6.092914226718827e-05,0.00219282078978722,2.408211562321882e-09
185264,0.004523046874999998,23682.65168041608,6.093154510680863e-05,0.0021879053092561662,2.402839620362692e-09
185364,0.004525488281249998,23682.65386341688,6.093394258635854e-05,0.002183000800869195,2.397479549909071e-09
185464,0.004527929687499999,23682.65604152389,6.093633471768355e-05,0.002178107009967789,2.3921313250079295e-09
185564,0.004530371093749998,23682.65821474812,6.093872151260433e-05,0.0021732242312282324,2.3867949207836037e-09
185664,0.004532812499999999,23682.66038310043,6.09411029829141e-05,0.002168352308217436,2.3814703097651212e-09
185764,0.004535253906249998,23682.66254659164,6.094347914037975e-05,0.0021634912118315697,2.376157465653803e-09
185864,0.0045376953124999985,23682.66470523283,6.09458499967492e-05,0.002158641189453192,2.3708563694490063e-09
185964,0.004540136718749998,23682.66685903462,6.094821556373617e-05,0.002153801789972931,2.3655669869712573e-09
186064,0.0045425781249999984,23682.66900800781,6.095057585303248e-05,0.0021489731916517485,2.3602892963061196e-09
186164,0.004545019531249998,23682.67115216318,6.095293087630327e-05,0.0021441553690237924,2.355023270788996e-09
186264,0.004547460937499998,23682.67329151163,6.095528064519372e-05,0.0021393484494183213,2.349768890450238e-09
186364,0.004549902343749999,23682.67542606371,6.095762517131593e-05,0.0021345520799513906,2.344526122214903e-09
186464,0.004552343749999998,23682.67755583017,6.095996446626109e-05,0.002129766460711835,2.339294945157889e-09
186564,0.004554785156249999,23682.67968082178,6.096229854159742e-05,0.0021249916098895483,2.334075336327991e-09
186664,0.004557226562499998,23682.68180104906,6.096462740886043e-05,0.0021202272801019717,2.328867263009409e-09
186764,0.0045596679687499985,23682.68391652266,6.096695107956757e-05,0.0021154735986783635,2.3236707071434e-09
186864,0.004562109374999998,23682.68602725333,6.096926956520763e-05,0.002110730671120109,2.3184856400595933e-09
186964,0.004564550781249998,23682.68813325135,6.097158287724736e-05,0.0021059980208519846,2.3133120397283557e-09
187064,0.004566992187499999,23682.69023452772,6.09738910271254e-05,0.002101276368193794,2.308149878041746e-09
187164,0.004569433593749998,23682.6923310927,6.097619402625485e-05,0.002096564981911797,2.302999129446474e-09
187264,0.004571874999999999,23682.69442295682,6.097849188602995e-05,0.002091864120302489,2.297859775104527e-09
187364,0.004574316406249998,23682.69651013056,6.098078461781454e-05,0.002087173739710124,2.292731784590482e-09
187464,0.004576757812499999,23682.69859262446,6.098307223294822e-05,0.0020824938983423635,2.2876151336791964e-09
187564,0.004579199218749998,23682.70067044894,6.09853547427498e-05,0.002077824479783885,2.2825098015810934e-09
187664,0.0045816406249999985,23682.70274361434,6.09876321585083e-05,0.0020731654003611766,2.277415758494166e-09
187764,0.004584082031249998,23682.70481213119,6.098990449149127e-05,0.0020685168492491357,2.27233298297154e-09
187864,0.004586523437499998,23682.70687600984,6.099217175294128e-05,0.00206387865182478,2.2672614500088024e-09
187964,0.004588964843749999,23682.70893526055,6.099443395407812e-05,0.002059250709862681,2.2622011368444842e-09
188064,0.004591406249999998,23682.7109898937,6.099669110609166e-05,0.002054633150692098,2.257152013541053e-09
188164,0.004593847656249999,23682.71303991964,6.099894322015474e-05,0.002050025937933242,2.2521140630765344e-09
188264,0.004596289062499998,23682.71508534859,6.100119030741063e-05,0.002045428951532813,2.247087255892867e-09
188364,0.0045987304687499985,23682.71712619089,6.100343237898196e-05,0.0020408423006301746,2.2420715713292226e-09
188464,0.004601171874999998,23682.71916245669,6.100566944596251e-05,0.002036265799688408,2.237066980545824e-09
188564,0.0046036132812499984,23682.72119415629,6.100790151942674e-05,0.0020316995978646446,2.2320734642303198e-09
188664,0.004606054687499998,23682.72322129978,6.101012861042273e-05,0.0020271434914320707,2.2270909959891633e-09
188764,0.004608496093749998,23682.7252438975,6.101235072997422e-05,0.002022597720497288,2.2221195514955682e-09
188864,0.004610937499999999,23682.72726195931,6.101456788908295e-05,0.002018061808485072,2.217159108726678e-09
188964,0.004613378906249998,23682.72927549559,6.101678009872269e-05,0.002013536279264372,2.212209639743958e-09
189064,0.004615820312499999,23682.73128451633,6.101898736984766e-05,0.002009020739933476,2.2072711249640064e-09
189164,0.004618261718749998,23682.73328903176,6.10211897133881e-05,0.0020045154305989854,2.2023435404395077e-09
189264,0.0046207031249999985,23682.73528905173,6.102338714024761e-05,0.0020000199692731258,2.197426859512641e-09
189364,0.004623144531249998,23682.73728458639,6.102557966130604e-05,0.0019955346615461167,2.1925210584326023e-09
189464,0.004625585937499998,23682.73927564575,6.102776728742441e-05,0.001991059358260827,2.1876261183681554e-09
189564,0.004628027343749998,23682.74126223976,6.102995002943433e-05,0.0019865940121235326,2.1827420099170924e-09
189664,0.004630468749999998,23682.74324437851,6.103212789814505e-05,0.0019821387504634913,2.17786871072452e-09
189764,0.004632910156249999,23682.74522207176,6.103430090434661e-05,0.0019776932495005894,2.173006201559402e-09
189864,0.004635351562499998,23682.74719532949,6.103646905880035e-05,0.0019732577311515342,2.1681544537378145e-09
189964,0.004637792968749999,23682.74916416165,6.103863237224648e-05,0.0019688321590365376,2.163313446131368e-09
190064,0.004640234374999998,23682.75112857814,6.104079085540319e-05,0.001964416489499854,2.1584831567104295e-09
190164,0.0046426757812499985,23682.75308858879,6.104294451896146e-05,0.001960010649781907,2.1536635582683006e-09
190264,0.004645117187499998,23682.7550442035,6.104509337359305e-05,0.001955614709004294,2.148854631587498e-09
190364,0.004647558593749998,23682.75699543208,6.104723742994562e-05,0.001951228579855524,2.1440563525716282e-09
190464,0.004649999999999999,23682.75894228412,6.104937669863973e-05,0.0019468520404188894,2.139268694115637e-09
190564,0.004652441406249998,23682.76088476955,6.105151119027905e-05,0.0019424854290264193,2.134491639319523e-09
190664,0.004654882812499999,23682.76282289829,6.10536409154408e-05,0.001938128742040135,2.129725161742306e-09
190764,0.004657324218749998,23682.76475667965,6.105576588467407e-05,0.0019337813610036392,2.1249692332760443e-09
190864,0.0046597656249999985,23682.7666861237,6.105788610851737e-05,0.0019294440498924814,2.1202238432955567e-09
190964,0.004662207031249998,23682.7686112401,6.106000159747625e-05,0.0019251163976150565,2.115488958881755e-09
191064,0.0046646484374999984,23682.7705320383,6.106211236203524e-05,0.0019207982004445512,2.110764558987564e-09
191164,0.004667089843749998,23682.77244852805,6.106421841266082e-05,0.00191648974941927,2.106050625588123e-09
191264,0.004669531249999998,23682.774360719,6.106631975979011e-05,0.0019121909499517642,2.1013471292880004e-09
191364,0.004671972656249999,23682.77626862081,6.106841641384083e-05,0.00190790181295597,2.096654050720635e-09
191464,0.004674414062499998,23682.77817224291,6.107050838520837e-05,0.001903622098325286,2.0919713675379096e-09
191564,0.004676855468749999,23682.78007159503,6.107259568426244e-05,0.00189935211892589,2.0872990540713376e-09
191664,0.004679296874999998,23682.78196668649,6.107467832135494e-05,0.0018950914600281976,2.082637092499346e-09
191764,0.0046817382812499985,23682.78385752695,6.107675630681218e-05,0.001890840459964238,2.077985457234763e-09
191864,0.004684179687499998,23682.78574412597,6.107882965093796e-05,0.0018865990205085836,2.0733441257803943e-09
191964,0.004686621093749998,23682.78762649294,6.108089836401452e-05,0.0018823669706762303,2.068713076560616e-09
192064,0.004689062499999998,23682.78950463719,6.108296245630116e-05,0.0018781442486215383,2.0640922866445527e-09
192164,0.004691503906249998,23682.79137856838,6.108502193803504e-05,0.0018739311926765367,2.059481733873822e-09
192264,0.004693945312499999,23682.79324829571,6.108707681943165e-05,0.0018697273299039807,2.054881396618591e-09
192364,0.004696386718749998,23682.79511382875,6.108912711068183e-05,0.0018655330386536662,2.0502912501726023e-09
192464,0.004698828124999999,23682.7969751768,6.109117282195923e-05,0.0018613480497151613,2.045711277405462e-09
192564,0.004701269531249998,23682.79883234913,6.109321396340803e-05,0.001857172330346657,2.0411414487997654e-09
192664,0.0047037109374999985,23682.80068535513,6.109525054515489e-05,0.0018530060006014537,2.0365817468592003e-09
192764,0.004706152343749998,23682.80253420416,6.109728257730658e-05,0.0018488490277377423,2.032032151688657e-09
192864,0.004708593749999998,23682.80437890542,6.109931006994434e-05,0.0018447012625983916,2.027492637755174e-09
192964,0.004711035156249998,23682.80621946827,6.110133303312493e-05,0.001840562850702554,2.0229631805964397e-09
193064,0.004713476562499998,23682.80805590185,6.110335147688983e-05,0.0018364335774094798,2.018443764898099e-09
193164,0.004715917968749999,23682.80988821544,6.110536541125328e-05,0.0018323135918763,2.0139343634466766e-09
193264,0.004718359374999998,23682.81171641835,6.110737484621129e-05,0.00182820290865493,2.009434958014024e-09
193364,0.0047208007812499985,23682.81354051946,6.110937979173502e-05,0.001824101109377807,2.004945523731254e-09
193464,0.004723242187499998,23682.81536052832,6.111138025777617e-05,0.0018200088597950526,2.0004660411504895e-09
193564,0.0047256835937499984,23682.81717645369,6.11133762542624e-05,0.0018159253704652656,1.995996486229548e-09
193664,0.004728124999999998,23682.81898830498,6.11153677911012e-05,0.0018118512925866526,1.9915368388022684e-09
193764,0.004730566406249998,23682.82079609119,6.111735487818068e-05,0.0018077862077916507,1.987087079474985e-09
193864,0.004733007812499999,23682.82259982134,6.11193375253609e-05,0.0018037301488220692,1.9826471802210713e-09
193964,0.004735449218749998,23682.82439950464,6.112131574248547e-05,0.0017996833012148272,1.978217124574207e-09
194064,0.004737890624999999,23682.82619515005,6.112328953937833e-05,0.0017956454103114083,1.9737968928561223e-09
194164,0.004740332031249998,23682.82798676658,6.11252589258373e-05,0.0017916165306814946,1.96938645896465e-09
194264,0.0047427734374999985,23682.82977436326,6.112722391164362e-05,0.00178759668051498,1.96498580632505e-09
194364,0.004745214843749998,23682.831557949,6.11291845065491e-05,0.0017835857397585642,1.9605949054741275e-09
194464,0.004747656249999998,23682.83333753276,6.113114072029301e-05,0.00177958375934395,1.956213743916453e-09
194564,0.004750097656249998,23682.83511312363,6.113309256259001e-05,0.001775590870238375,1.951842296999979e-09
194664,0.004752539062499998,23682.8368847304,6.113504004312897e-05,0.0017716067704895977,1.947480538961352e-09
194764,0.004754980468749999,23682.83865236212,6.113698317158897e-05,0.0017676317183941137,1.9431284600020943e-09
194864,0.004757421874999998,23682.84041602757,6.11389219576133e-05,0.0017636654520174488,1.938786024329982e-09
194964,0.004759863281249999,23682.84217573541,6.114085641083701e-05,0.001759707840392366,1.934453223705079e-09
195064,0.004762304687499998,23682.84393149486,6.114278654086726e-05,0.0017557594474055804,1.930130030249836e-09
195164,0.0047647460937499985,23682.84568331452,6.114471235729197e-05,0.0017518196618766524,1.9258164247061126e-09
195264,0.004767187499999998,23682.84743120315,6.11466338696783e-05,0.0017478886293247342,1.921512386338542e-09
195364,0.004769628906249998,23682.84917516974,6.114855108757113e-05,0.0017439665898564272,1.9172178928261122e-09
195464,0.004772070312499998,23682.85091522297,6.115046402049973e-05,0.0017400532306055538,1.9129329285969693e-09
195564,0.004774511718749998,23682.85265137154,6.115237267796207e-05,0.0017361485697620083,1.9086574623447755e-09
195664,0.004776953124999999,23682.85438362413,6.115427706944518e-05,0.0017322525891358964,1.9043914831055365e-09
195764,0.004779394531249998,23682.85611198955,6.115617720441188e-05,0.0017283654196944553,1.900134966701544e-09
195864,0.0047818359374999985,23682.85783647632,6.115807309230176e-05,0.0017244867703993805,1.895887889876661e-09
195964,0.004784277343749998,23682.85955709337,6.115996474254078e-05,0.0017206170487042982,1.8916502390241502e-09
196064,0.0047867187499999984,23682.86127384928,6.116185216452481e-05,0.0017167559126392007,1.8874219840302967e-09
196164,0.004789160156249998,23682.86298675249,6.116373536763832e-05,0.001712903209408978,1.8832031135109775e-09
196264,0.004791601562499998,23682.8646958118,6.116561436123898e-05,0.0017090593100874685,1.878993600659294e-09
196364,0.004794042968749998,23682.86640103571,6.11674891546682e-05,0.0017052239090844523,1.8747934292257656e-09
196464,0.004796484374999998,23682.86810243287,6.116935975724341e-05,0.0017013971591950394,1.8706025752088674e-09
196564,0.004798925781249999,23682.86980001181,6.117122617826207e-05,0.0016975789403659292,1.866421018659279e-09
196664,0.004801367187499998,23682.87149378091,6.117308842700497e-05,0.0016937690998020116,1.8622487428938397e-09
196764,0.0048038085937499985,23682.8731837489,6.117494651272614e-05,0.0016899679903872311,1.8580857211734133e-09
196864,0.004806249999999998,23682.87486992426,6.11768004446677e-05,0.00168617536110105,1.8539319415582234e-09
196964,0.004808691406249998,23682.87655231529,6.117865023204346e-05,0.0016823910300445277,1.8497873757641458e-09
197064,0.004811132812499998,23682.87823093046,6.118049588405443e-05,0.0016786151682026684,1.8456520109704899e-09
197164,0.004813574218749998,23682.87990577843,6.118233740987384e-05,0.0016748479720263276,1.8415258194081274e-09
197264,0.004816015624999999,23682.88157686754,6.118417481866092e-05,0.0016710891104594339,1.8374087870772979e-09
197364,0.004818457031249998,23682.88324420604,6.118600811955331e-05,0.0016673384998284746,1.8333008923888255e-09
197464,0.004820898437499999,23682.88490780256,6.118783732166801e-05,0.0016635965184832457,1.8292021147022115e-09
197564,0.004823339843749998,23682.88656766526,6.1189662434101e-05,0.00165986270076246,1.8251124329839337e-09
197664,0.0048257812499999985,23682.88822380258,6.119148346593003e-05,0.001656137319514528,1.821031829032948e-09
197764,0.004828222656249998,23682.88987622279,6.119330042621229e-05,0.0016524202110304032,1.8169602822629659e-09
197864,0.004830664062499998,23682.89152493433,6.119511332398464e-05,0.001648711539019132,1.8128977723451964e-09
197964,0.004833105468749998,23682.89316994541,6.119692216826813e-05,0.0016450110815640073,1.8088442834909456e-09
198064,0.004835546874999998,23682.89481126405,6.119872696805561e-05,0.0016413186385761946,1.8047997874838517e-09
